"cve_mun","categoria","valor","cve","original"
"7011","sem_total",3,"total",100
"7011","sem_mujeres",NA,"mujeres",NA
"7011","sem_jovenes",NA,"jovenes",NA
"7011","sem_mayores",NA,"mayores",NA
"7011","sem_uma",3,"uma",100
"7011","sem_pyme",3,"pyme",100
"7011","moda",3,NA,NA
"7012","sem_total",3,"total",4.77568740955139
"7012","sem_mujeres",2,"mujeres",-4.51612903225806
"7012","sem_jovenes",3,"jovenes",5.8252427184466
"7012","sem_mayores",3,"mayores",3.38983050847459
"7012","sem_uma",3,"uma",5.60606060606064
"7012","sem_pyme",2,"pyme",-3.03605313092979
"7012","moda",3,NA,NA
"7013","sem_total",3,"total",1.953125
"7013","sem_mujeres",2,"mujeres",0
"7013","sem_jovenes",3,"jovenes",3.44827586206895
"7013","sem_mayores",3,"mayores",6.25
"7013","sem_uma",3,"uma",2.06611570247934
"7013","sem_pyme",3,"pyme",1.953125
"7013","moda",3,NA,NA
"7014","sem_total",3,"total",266.666666666667
"7014","sem_mujeres",3,"mujeres",100
"7014","sem_jovenes",3,"jovenes",100
"7014","sem_mayores",2,"mayores",0
"7014","sem_uma",3,"uma",266.666666666667
"7014","sem_pyme",3,"pyme",266.666666666667
"7014","moda",3,NA,NA
"7015","sem_total",2,"total",-3.86740331491715
"7015","sem_mujeres",2,"mujeres",-0.746268656716387
"7015","sem_jovenes",1,"jovenes",-14.2857142857143
"7015","sem_mayores",2,"mayores",-10
"7015","sem_uma",2,"uma",-5.9490084985836
"7015","sem_pyme",3,"pyme",14.2276422764228
"7015","moda",2,NA,NA
"7016","sem_total",3,"total",86.8686868686869
"7016","sem_mujeres",3,"mujeres",8.3333333333333
"7016","sem_jovenes",3,"jovenes",92.8571428571429
"7016","sem_mayores",3,"mayores",200
"7016","sem_uma",3,"uma",100
"7016","sem_pyme",3,"pyme",33.3333333333333
"7016","moda",3,NA,NA
"7017","sem_total",2,"total",-2.08116545265347
"7017","sem_mujeres",2,"mujeres",-3.77358490566037
"7017","sem_jovenes",2,"jovenes",-7.56302521008404
"7017","sem_mayores",3,"mayores",2.1276595744681
"7017","sem_uma",2,"uma",-2.57913247362248
"7017","sem_pyme",2,"pyme",-3.25732899022801
"7017","moda",2,NA,NA
"7018","sem_total",3,"total",400
"7018","sem_mujeres",2,"mujeres",0
"7018","sem_jovenes",3,"jovenes",300
"7018","sem_mayores",NA,"mayores",NA
"7018","sem_uma",3,"uma",400
"7018","sem_pyme",3,"pyme",400
"7018","moda",3,NA,NA
"7019","sem_total",2,"total",-2.45269796776453
"7019","sem_mujeres",2,"mujeres",-3.93569844789357
"7019","sem_jovenes",1,"jovenes",-10.2020202020202
"7019","sem_mayores",2,"mayores",-1.19760479041916
"7019","sem_uma",2,"uma",-1.58698272398554
"7019","sem_pyme",2,"pyme",-6.0584712927087
"7019","moda",2,NA,NA
"7020","sem_total",3,"total",49.0566037735849
"7020","sem_mujeres",3,"mujeres",11.1111111111111
"7020","sem_jovenes",3,"jovenes",160
"7020","sem_mayores",2,"mayores",0
"7020","sem_uma",3,"uma",50
"7020","sem_pyme",3,"pyme",49.0566037735849
"7020","moda",3,NA,NA
"7021","sem_total",3,"total",15.7894736842105
"7021","sem_mujeres",3,"mujeres",18.1818181818181
"7021","sem_jovenes",3,"jovenes",50
"7021","sem_mayores",2,"mayores",0
"7021","sem_uma",3,"uma",13.5135135135135
"7021","sem_pyme",3,"pyme",15.7894736842105
"7021","moda",3,NA,NA
"7022","sem_total",NA,"total",NA
"7022","sem_mujeres",NA,"mujeres",NA
"7022","sem_jovenes",NA,"jovenes",NA
"7022","sem_mayores",NA,"mayores",NA
"7022","sem_uma",NA,"uma",NA
"7022","sem_pyme",NA,"pyme",NA
"7022","moda",NA,NA,NA
"7023","sem_total",2,"total",-5.00000000000002
"7023","sem_mujeres",3,"mujeres",66.6666666666667
"7023","sem_jovenes",1,"jovenes",-100
"7023","sem_mayores",2,"mayores",0
"7023","sem_uma",2,"uma",-5.00000000000002
"7023","sem_pyme",2,"pyme",-5.00000000000002
"7023","moda",2,NA,NA
"7024","sem_total",1,"total",-100
"7024","sem_mujeres",NA,"mujeres",NA
"7024","sem_jovenes",3,"jovenes",1300
"7024","sem_mayores",3,"mayores",100
"7024","sem_uma",3,"uma",1300
"7024","sem_pyme",3,"pyme",1300
"7024","moda",3,NA,NA
"7025","sem_total",NA,"total",NA
"7025","sem_mujeres",NA,"mujeres",NA
"7025","sem_jovenes",NA,"jovenes",NA
"7025","sem_mayores",NA,"mayores",NA
"7025","sem_uma",NA,"uma",NA
"7025","sem_pyme",NA,"pyme",NA
"7025","moda",NA,NA,NA
"7026","sem_total",1,"total",-100
"7026","sem_mujeres",NA,"mujeres",NA
"7026","sem_jovenes",1,"jovenes",-100
"7026","sem_mayores",2,"mayores",0
"7026","sem_uma",1,"uma",-88
"7026","sem_pyme",1,"pyme",-88
"7026","moda",1,NA,NA
"7027","sem_total",3,"total",0.501882057716485
"7027","sem_mujeres",3,"mujeres",0.256410256410255
"7027","sem_jovenes",2,"jovenes",-1.11022302462516e-14
"7027","sem_mayores",2,"mayores",-9.23076923076923
"7027","sem_uma",2,"uma",-0.928936367858801
"7027","sem_pyme",2,"pyme",-3.01984469370145
"7027","moda",2,NA,NA
"7028","sem_total",3,"total",75
"7028","sem_mujeres",2,"mujeres",0
"7028","sem_jovenes",3,"jovenes",100
"7028","sem_mayores",2,"mayores",0
"7028","sem_uma",3,"uma",75
"7028","sem_pyme",3,"pyme",75
"7028","moda",3,NA,NA
"7029","sem_total",3,"total",2.69230769230768
"7029","sem_mujeres",3,"mujeres",2.04081632653061
"7029","sem_jovenes",3,"jovenes",400
"7029","sem_mayores",3,"mayores",4.54545454545454
"7029","sem_uma",2,"uma",-7.69230769230769
"7029","sem_pyme",2,"pyme",-5.47945205479452
"7029","moda",3,NA,NA
"7030","sem_total",3,"total",2.22044604925031e-14
"7030","sem_mujeres",3,"mujeres",25
"7030","sem_jovenes",2,"jovenes",0
"7030","sem_mayores",2,"mayores",0
"7030","sem_uma",3,"uma",2.22044604925031e-14
"7030","sem_pyme",3,"pyme",2.22044604925031e-14
"7030","moda",3,NA,NA
"7031","sem_total",3,"total",7.14285714285714
"7031","sem_mujeres",2,"mujeres",0
"7031","sem_jovenes",2,"jovenes",0
"7031","sem_mayores",3,"mayores",22.2222222222222
"7031","sem_uma",3,"uma",6.02409638554218
"7031","sem_pyme",3,"pyme",7.14285714285714
"7031","moda",3,NA,NA
"7032","sem_total",3,"total",59.8684210526315
"7032","sem_mujeres",3,"mujeres",134.782608695652
"7032","sem_jovenes",3,"jovenes",142.857142857143
"7032","sem_mayores",3,"mayores",21.0526315789474
"7032","sem_uma",3,"uma",66.2020905923345
"7032","sem_pyme",2,"pyme",-0.986842105263119
"7032","moda",3,NA,NA
"7033","sem_total",3,"total",2600
"7033","sem_mujeres",2,"mujeres",0
"7033","sem_jovenes",3,"jovenes",33.3333333333333
"7033","sem_mayores",2,"mayores",0
"7033","sem_uma",3,"uma",2600
"7033","sem_pyme",3,"pyme",2600
"7033","moda",3,NA,NA
"7034","sem_total",2,"total",-3.27044025157232
"7034","sem_mujeres",3,"mujeres",4.52674897119341
"7034","sem_jovenes",2,"jovenes",-0.961538461538447
"7034","sem_mayores",2,"mayores",-9.09090909090908
"7034","sem_uma",2,"uma",-3.03030303030301
"7034","sem_pyme",3,"pyme",5.45144804088591
"7034","moda",2,NA,NA
"7035","sem_total",3,"total",24.4224422442245
"7035","sem_mujeres",3,"mujeres",35.2941176470588
"7035","sem_jovenes",3,"jovenes",43.8356164383562
"7035","sem_mayores",3,"mayores",18.1818181818182
"7035","sem_uma",3,"uma",25.3333333333333
"7035","sem_pyme",3,"pyme",3.03030303030303
"7035","moda",3,NA,NA
"7036","sem_total",3,"total",400
"7036","sem_mujeres",3,"mujeres",300
"7036","sem_jovenes",NA,"jovenes",NA
"7036","sem_mayores",3,"mayores",100
"7036","sem_uma",3,"uma",400
"7036","sem_pyme",3,"pyme",400
"7036","moda",3,NA,NA
"7037","sem_total",2,"total",-8.52713178294573
"7037","sem_mujeres",3,"mujeres",21.9512195121951
"7037","sem_jovenes",1,"jovenes",-11.5384615384615
"7037","sem_mayores",2,"mayores",-1.11022302462516e-14
"7037","sem_uma",2,"uma",-9.23379174852652
"7037","sem_pyme",1,"pyme",-25.4285714285714
"7037","moda",2,NA,NA
"7038","sem_total",NA,"total",NA
"7038","sem_mujeres",NA,"mujeres",NA
"7038","sem_jovenes",NA,"jovenes",NA
"7038","sem_mayores",NA,"mayores",NA
"7038","sem_uma",NA,"uma",NA
"7038","sem_pyme",NA,"pyme",NA
"7038","moda",NA,NA,NA
"7039","sem_total",3,"total",150
"7039","sem_mujeres",2,"mujeres",0
"7039","sem_jovenes",3,"jovenes",500
"7039","sem_mayores",2,"mayores",0
"7039","sem_uma",3,"uma",150
"7039","sem_pyme",3,"pyme",150
"7039","moda",3,NA,NA
"7040","sem_total",1,"total",-14.553368660106
"7040","sem_mujeres",2,"mujeres",-8.12698412698413
"7040","sem_jovenes",1,"jovenes",-26.8711656441718
"7040","sem_mayores",2,"mayores",-7.40259740259742
"7040","sem_uma",1,"uma",-19.1839837810441
"7040","sem_pyme",3,"pyme",5.31822144725369
"7040","moda",1,NA,NA
"7041","sem_total",3,"total",100
"7041","sem_mujeres",NA,"mujeres",NA
"7041","sem_jovenes",1,"jovenes",-100
"7041","sem_mayores",2,"mayores",0
"7041","sem_uma",3,"uma",100
"7041","sem_pyme",3,"pyme",100
"7041","moda",3,NA,NA
"7042","sem_total",3,"total",600
"7042","sem_mujeres",3,"mujeres",500
"7042","sem_jovenes",3,"jovenes",100
"7042","sem_mayores",2,"mayores",0
"7042","sem_uma",3,"uma",600
"7042","sem_pyme",3,"pyme",600
"7042","moda",3,NA,NA
"7043","sem_total",1,"total",-65.4545454545455
"7043","sem_mujeres",1,"mujeres",-21.4285714285714
"7043","sem_jovenes",NA,"jovenes",NA
"7043","sem_mayores",1,"mayores",-33.3333333333333
"7043","sem_uma",1,"uma",-66.0377358490566
"7043","sem_pyme",1,"pyme",-65.4545454545455
"7043","moda",1,NA,NA
"7044","sem_total",2,"total",0
"7044","sem_mujeres",2,"mujeres",0
"7044","sem_jovenes",3,"jovenes",100
"7044","sem_mayores",2,"mayores",0
"7044","sem_uma",2,"uma",0
"7044","sem_pyme",2,"pyme",0
"7044","moda",2,NA,NA
"7045","sem_total",1,"total",-50
"7045","sem_mujeres",1,"mujeres",-100
"7045","sem_jovenes",1,"jovenes",-100
"7045","sem_mayores",1,"mayores",-50
"7045","sem_uma",1,"uma",-37.5
"7045","sem_pyme",1,"pyme",-50
"7045","moda",1,NA,NA
"7046","sem_total",3,"total",35.978835978836
"7046","sem_mujeres",3,"mujeres",16.9642857142857
"7046","sem_jovenes",3,"jovenes",27.2727272727272
"7046","sem_mayores",3,"mayores",91.9354838709677
"7046","sem_uma",3,"uma",34.4086021505376
"7046","sem_pyme",2,"pyme",-5.88235294117647
"7046","moda",3,NA,NA
"7047","sem_total",3,"total",18.1818181818182
"7047","sem_mujeres",2,"mujeres",0
"7047","sem_jovenes",3,"jovenes",75
"7047","sem_mayores",3,"mayores",75
"7047","sem_uma",3,"uma",18.1818181818182
"7047","sem_pyme",3,"pyme",18.1818181818182
"7047","moda",3,NA,NA
"7049","sem_total",3,"total",171.428571428571
"7049","sem_mujeres",2,"mujeres",0
"7049","sem_jovenes",3,"jovenes",100
"7049","sem_mayores",2,"mayores",0
"7049","sem_uma",3,"uma",171.428571428571
"7049","sem_pyme",3,"pyme",171.428571428571
"7049","moda",3,NA,NA
"7050","sem_total",2,"total",0
"7050","sem_mujeres",2,"mujeres",0
"7050","sem_jovenes",2,"jovenes",0
"7050","sem_mayores",NA,"mayores",NA
"7050","sem_uma",2,"uma",0
"7050","sem_pyme",2,"pyme",0
"7050","moda",2,NA,NA
"7051","sem_total",3,"total",4.06732117812061
"7051","sem_mujeres",3,"mujeres",0.549450549450547
"7051","sem_jovenes",3,"jovenes",6.55737704918036
"7051","sem_mayores",2,"mayores",-5.66037735849058
"7051","sem_uma",3,"uma",3.89805097451272
"7051","sem_pyme",3,"pyme",31.2020460358056
"7051","moda",3,NA,NA
"7052","sem_total",2,"total",-3.83141762452106
"7052","sem_mujeres",3,"mujeres",6.49350649350651
"7052","sem_jovenes",1,"jovenes",-25.8064516129032
"7052","sem_mayores",1,"mayores",-21.0526315789474
"7052","sem_uma",2,"uma",-3.93700787401575
"7052","sem_pyme",2,"pyme",-3.83141762452106
"7052","moda",2,NA,NA
"7053","sem_total",1,"total",-13.7931034482759
"7053","sem_mujeres",2,"mujeres",0
"7053","sem_jovenes",NA,"jovenes",NA
"7053","sem_mayores",2,"mayores",0
"7053","sem_uma",1,"uma",-13.7931034482759
"7053","sem_pyme",1,"pyme",-13.7931034482759
"7053","moda",1,NA,NA
"7055","sem_total",1,"total",-15.3846153846154
"7055","sem_mujeres",2,"mujeres",0
"7055","sem_jovenes",3,"jovenes",100
"7055","sem_mayores",1,"mayores",-33.3333333333333
"7055","sem_uma",1,"uma",-15.3846153846154
"7055","sem_pyme",1,"pyme",-15.3846153846154
"7055","moda",1,NA,NA
"7056","sem_total",NA,"total",NA
"7056","sem_mujeres",NA,"mujeres",NA
"7056","sem_jovenes",NA,"jovenes",NA
"7056","sem_mayores",NA,"mayores",NA
"7056","sem_uma",NA,"uma",NA
"7056","sem_pyme",NA,"pyme",NA
"7056","moda",NA,NA,NA
"7057","sem_total",3,"total",0.528169014084479
"7057","sem_mujeres",3,"mujeres",6.04651162790699
"7057","sem_jovenes",3,"jovenes",2.70270270270272
"7057","sem_mayores",3,"mayores",32.258064516129
"7057","sem_uma",3,"uma",0.180505415162457
"7057","sem_pyme",2,"pyme",-7.25623582766439
"7057","moda",3,NA,NA
"7058","sem_total",NA,"total",NA
"7058","sem_mujeres",NA,"mujeres",NA
"7058","sem_jovenes",NA,"jovenes",NA
"7058","sem_mayores",NA,"mayores",NA
"7058","sem_uma",NA,"uma",NA
"7058","sem_pyme",NA,"pyme",NA
"7058","moda",NA,NA,NA
"7059","sem_total",3,"total",6.00139567341242
"7059","sem_mujeres",2,"mujeres",-4.63576158940397
"7059","sem_jovenes",3,"jovenes",8.92857142857142
"7059","sem_mayores",3,"mayores",12.087912087912
"7059","sem_uma",3,"uma",9.7789115646258
"7059","sem_pyme",2,"pyme",-0.883977900552491
"7059","moda",3,NA,NA
"7061","sem_total",2,"total",-3.55207706201086
"7061","sem_mujeres",2,"mujeres",-8.49999999999999
"7061","sem_jovenes",1,"jovenes",-10.3321033210332
"7061","sem_mayores",2,"mayores",-4.62633451957296
"7061","sem_uma",2,"uma",-4.13533834586466
"7061","sem_pyme",3,"pyme",4.18250950570338
"7061","moda",2,NA,NA
"7062","sem_total",2,"total",-7.68775872264932
"7062","sem_mujeres",1,"mujeres",-13.4831460674157
"7062","sem_jovenes",1,"jovenes",-12.8246753246753
"7062","sem_mayores",1,"mayores",-23.5294117647059
"7062","sem_uma",1,"uma",-10.9822646657572
"7062","sem_pyme",2,"pyme",-2.7027027027027
"7062","moda",1,NA,NA
"7063","sem_total",1,"total",-84.6153846153846
"7063","sem_mujeres",1,"mujeres",-50
"7063","sem_jovenes",NA,"jovenes",NA
"7063","sem_mayores",1,"mayores",-50
"7063","sem_uma",1,"uma",-83.3333333333333
"7063","sem_pyme",1,"pyme",-84.6153846153846
"7063","moda",1,NA,NA
"7064","sem_total",3,"total",100
"7064","sem_mujeres",NA,"mujeres",NA
"7064","sem_jovenes",NA,"jovenes",NA
"7064","sem_mayores",NA,"mayores",NA
"7064","sem_uma",2,"uma",0
"7064","sem_pyme",2,"pyme",0
"7064","moda",2,NA,NA
"7065","sem_total",3,"total",5.327325735489
"7065","sem_mujeres",2,"mujeres",-7.9191238416175
"7065","sem_jovenes",3,"jovenes",8.71491875923194
"7065","sem_mayores",2,"mayores",-8.36653386454186
"7065","sem_uma",3,"uma",5.8373476905639
"7065","sem_pyme",2,"pyme",-4.36923076923079
"7065","moda",2,NA,NA
"7065","sem_total",3,"total",5.327325735489
"7065","sem_mujeres",2,"mujeres",-7.9191238416175
"7065","sem_jovenes",3,"jovenes",8.71491875923194
"7065","sem_mayores",2,"mayores",-8.36653386454186
"7065","sem_uma",3,"uma",5.8373476905639
"7065","sem_pyme",2,"pyme",-4.36923076923079
"7065","moda",3,NA,NA
"7066","sem_total",1,"total",-50
"7066","sem_mujeres",1,"mujeres",-50
"7066","sem_jovenes",NA,"jovenes",NA
"7066","sem_mayores",NA,"mayores",NA
"7066","sem_uma",2,"uma",0
"7066","sem_pyme",1,"pyme",-50
"7066","moda",1,NA,NA
"7068","sem_total",2,"total",-6.44808743169401
"7068","sem_mujeres",1,"mujeres",-11.614730878187
"7068","sem_jovenes",1,"jovenes",-30.6306306306306
"7068","sem_mayores",3,"mayores",20.8955223880597
"7068","sem_uma",2,"uma",-5.96330275229356
"7068","sem_pyme",3,"pyme",14.5299145299145
"7068","moda",1,NA,NA
"7068","sem_total",2,"total",-6.44808743169401
"7068","sem_mujeres",1,"mujeres",-11.614730878187
"7068","sem_jovenes",1,"jovenes",-30.6306306306306
"7068","sem_mayores",3,"mayores",20.8955223880597
"7068","sem_uma",2,"uma",-5.96330275229356
"7068","sem_pyme",3,"pyme",14.5299145299145
"7068","moda",2,NA,NA
"7068","sem_total",2,"total",-6.44808743169401
"7068","sem_mujeres",1,"mujeres",-11.614730878187
"7068","sem_jovenes",1,"jovenes",-30.6306306306306
"7068","sem_mayores",3,"mayores",20.8955223880597
"7068","sem_uma",2,"uma",-5.96330275229356
"7068","sem_pyme",3,"pyme",14.5299145299145
"7068","moda",3,NA,NA
"7069","sem_total",3,"total",130.457746478873
"7069","sem_mujeres",3,"mujeres",166.666666666667
"7069","sem_jovenes",3,"jovenes",363.414634146341
"7069","sem_mayores",3,"mayores",16.1290322580645
"7069","sem_uma",3,"uma",138.576779026217
"7069","sem_pyme",3,"pyme",3.89863547758287
"7069","moda",3,NA,NA
"7070","sem_total",3,"total",66.6666666666667
"7070","sem_mujeres",3,"mujeres",100
"7070","sem_jovenes",2,"jovenes",0
"7070","sem_mayores",2,"mayores",0
"7070","sem_uma",3,"uma",66.6666666666667
"7070","sem_pyme",3,"pyme",66.6666666666667
"7070","moda",3,NA,NA
"7071","sem_total",3,"total",13.8075313807532
"7071","sem_mujeres",2,"mujeres",-4.65116279069765
"7071","sem_jovenes",3,"jovenes",18.75
"7071","sem_mayores",3,"mayores",3.99999999999998
"7071","sem_uma",3,"uma",14.6666666666666
"7071","sem_pyme",3,"pyme",16.1073825503356
"7071","moda",3,NA,NA
"7072","sem_total",2,"total",-4.41176470588236
"7072","sem_mujeres",2,"mujeres",-2.12765957446809
"7072","sem_jovenes",1,"jovenes",-33.3333333333333
"7072","sem_mayores",2,"mayores",-9.52380952380952
"7072","sem_uma",2,"uma",-4.5801526717557
"7072","sem_pyme",1,"pyme",-42.1052631578947
"7072","moda",2,NA,NA
"7074","sem_total",3,"total",14.4867549668874
"7074","sem_mujeres",3,"mujeres",22.6506024096385
"7074","sem_jovenes",3,"jovenes",1.72043010752689
"7074","sem_mayores",3,"mayores",12.6050420168067
"7074","sem_uma",2,"uma",-0.261506276150592
"7074","sem_pyme",3,"pyme",21.7741935483871
"7074","moda",3,NA,NA
"7075","sem_total",2,"total",-5.12820512820514
"7075","sem_mujeres",2,"mujeres",-3.12500000000001
"7075","sem_jovenes",1,"jovenes",-16.6666666666667
"7075","sem_mayores",3,"mayores",33.3333333333333
"7075","sem_uma",2,"uma",-6.49350649350647
"7075","sem_pyme",2,"pyme",-5.12820512820514
"7075","moda",2,NA,NA
"7076","sem_total",1,"total",-20
"7076","sem_mujeres",NA,"mujeres",NA
"7076","sem_jovenes",1,"jovenes",-100
"7076","sem_mayores",1,"mayores",-50
"7076","sem_uma",1,"uma",-20
"7076","sem_pyme",1,"pyme",-20
"7076","moda",1,NA,NA
"7077","sem_total",2,"total",-1.42857142857145
"7077","sem_mujeres",3,"mujeres",10
"7077","sem_jovenes",2,"jovenes",0
"7077","sem_mayores",3,"mayores",2.22044604925031e-14
"7077","sem_uma",2,"uma",-1.42857142857145
"7077","sem_pyme",2,"pyme",-1.42857142857145
"7077","moda",2,NA,NA
"7078","sem_total",2,"total",-5.27536816622958
"7078","sem_mujeres",2,"mujeres",-7.83991228070177
"7078","sem_jovenes",1,"jovenes",-20.1164294954722
"7078","sem_mayores",3,"mayores",1.40350877192983
"7078","sem_uma",2,"uma",-4.94427317998577
"7078","sem_pyme",2,"pyme",-6.39450114559467
"7078","moda",2,NA,NA
"7080","sem_total",1,"total",-30.7692307692308
"7080","sem_mujeres",1,"mujeres",-11.1111111111111
"7080","sem_jovenes",NA,"jovenes",NA
"7080","sem_mayores",1,"mayores",-25
"7080","sem_uma",1,"uma",-32
"7080","sem_pyme",1,"pyme",-30.7692307692308
"7080","moda",1,NA,NA
"7081","sem_total",3,"total",14.7727272727273
"7081","sem_mujeres",2,"mujeres",-4.44444444444446
"7081","sem_jovenes",1,"jovenes",-26.0869565217391
"7081","sem_mayores",3,"mayores",36.3636363636364
"7081","sem_uma",3,"uma",15.1162790697674
"7081","sem_pyme",3,"pyme",14.7727272727273
"7081","moda",3,NA,NA
"7082","sem_total",3,"total",100
"7082","sem_mujeres",NA,"mujeres",NA
"7082","sem_jovenes",NA,"jovenes",NA
"7082","sem_mayores",NA,"mayores",NA
"7082","sem_uma",NA,"uma",NA
"7082","sem_pyme",NA,"pyme",NA
"7082","moda",3,NA,NA
"7083","sem_total",3,"total",33.3333333333333
"7083","sem_mujeres",3,"mujeres",22.2222222222222
"7083","sem_jovenes",3,"jovenes",100
"7083","sem_mayores",3,"mayores",100
"7083","sem_uma",3,"uma",26.6666666666667
"7083","sem_pyme",3,"pyme",33.3333333333333
"7083","moda",3,NA,NA
"7084","sem_total",1,"total",-92.8571428571429
"7084","sem_mujeres",NA,"mujeres",NA
